,BORO,BLOCK,FROM_LOT,TO_LOT,FILING YEAR,REGULATED,UNREGULATED,OFFICE,OWNER/RELATED SPACE,GOV. RENTAL SUBSIDIES,TOTAL INCOME FROM REAL ESTATE,TOTAL EXPENSES,AMORTIZED LEASE AND TENANT IMP. COSTS,REPAIRS AND MAINT.,tract_10,bbl,repairs_percent_of_expenses,expenses_percent_of_income,repairs_percent_of_income
99,1,01025,0025,,2021,,,28340752.0,,,34574043.0,9610059.0,444833.0,929678.0,,1010250025,9.674009285478892,27.795589309586965,2.6889478907630213
100,1,01025,0019,,2021,50845.0,377108.0,,,,516543.0,329350.0,9821.0,44310.0,,1010250019,13.453772582359191,63.76042265600347,8.578182261689733
102,1,01025,0054,,2021,,,4599509.0,,,5059446.0,1011911.0,124836.0,230438.0,,1010250054,22.772556084477785,20.00043087721462,4.554609338650912
103,1,01026,1002,1002.0,2021,,,,,,1318630.0,294065.0,43128.0,33412.0,,1010261002,11.362113818373489,22.300797039351448,2.533841942015577
104,1,01026,1003,1003.0,2021,129638.0,7200576.0,,,,7408097.0,2771425.0,273957.0,315549.0,,1010261003,11.385803332220789,37.41075474578694,4.259514960454756
108,1,01026,0055,,2021,,,79498960.0,,,95904546.0,24293938.0,9741226.0,687204.0,,1010260055,2.828705663116453,25.33137271720154,0.7165499745966161
109,1,01026,0054,,2021,,,16500.0,535642.0,,552142.0,17763.0,,,,1010260054,,3.217107193439369,
113,1,01027,1502,1502.0,2021,,,55008975.0,,,59167274.0,9141578.0,88268.0,1019158.0,,1010271502,11.148600383872456,15.450395771148761,1.7225028822521045
117,1,01027,0020,,2021,,,30596416.0,,,39978121.0,14785669.0,4359217.0,1128916.0,,1010270020,7.635204061446256,36.98440204330764,2.823834566912237
119,1,01027,0063,,2021,,,674183.0,,,1486824.0,277091.0,,35375.0,,1010270063,12.766564052964549,18.636435785271154,2.379232511716249
122,1,01028,1001,1002.0,2021,,12444972.0,,,,15825634.0,12931713.0,268527.0,5305260.0,,1010281001,41.02519132616073,81.71371206992403,33.52320671639443
123,1,01028,1101,1101.0,2021,,,6272671.0,,,6272671.0,223353.0,,,,1010281101,,3.5607319433778692,
124,1,01028,1104,1104.0,2021,,,,,,540283.0,10001.0,,,,1010281104,,1.851066940843965,
125,1,01028,1103,1103.0,2021,,,,,,2681360.0,100009.0,,,,1010281103,,3.7297863770623865,
127,1,01028,0056,,2021,,,20138452.0,,,31947880.0,14630830.0,5798683.0,1155423.0,,1010280056,7.897180132637724,45.79593387730266,3.6165873917142544
128,1,01029,1001,1001.0,2021,,,47372404.0,2274200.0,,77924986.0,17056978.0,4914073.0,923807.0,,1010291001,5.416006282003765,21.888971529619525,1.185508073110209
129,1,01029,0012,,2021,,,4682821.0,,,6926434.0,4129671.0,1192707.0,353918.0,,1010290012,8.570125804210553,59.62189201542959,5.109671152572883
131,1,01028,0017,,2021,11337589.0,,,360480.0,,12355921.0,6244729.0,329670.0,1202173.0,,1010280017,19.251003526333967,50.5403765530712,9.729529672454202
133,1,00010,0032,,2021,,180000.0,,,,607917.0,35569.0,,5121.0,,1000100032,14.397368495037814,5.850963207148344,0.8423847334422297
142,1,01033,0029,,2021,,,,,,6623161.0,368057.0,,16429.0,,1010330029,4.46371078392749,5.557119931102385,0.248053761640401
145,1,01033,0045,,2021,409870.0,24600.0,,,,512770.0,156930.0,6724.0,31194.0,,1010330045,19.87765245650927,30.604364529906196,6.083429217777951
147,1,00839,1034,1034.0,2021,,,636998.0,,,844063.0,237317.0,,6919.0,,1008391034,2.915509634792282,28.11602925374054,0.8197255418138218
149,1,01034,0004,,2021,,,,,,943481.0,47773.0,16832.0,1750.0,,1010340004,3.6631570133757565,5.063482995418032,0.18548333246774443
152,1,01034,1001,1001.0,2021,,,5936067.0,,,6725018.0,2543977.0,247264.0,174567.0,,1010341001,6.861972415631117,37.8285530239473,2.5957848737356537
153,1,01034,0061,,2021,,,,,,723090.0,167074.0,,5948.0,,1010340061,3.560099117756204,23.10556085687812,0.8225808682183409
154,1,01034,0009,,2021,909200.0,,,,,909200.0,319334.0,,115388.0,,1010340009,36.133953791328196,35.12252529696436,12.69115706115266
155,1,01034,0007,,2021,693894.0,,,,,693894.0,245819.0,,88063.0,,1010340007,35.82432602850065,35.42601607738358,12.691131498470948
157,1,01035,0017,,2021,,,5891281.0,,,8030161.0,2729688.0,137935.0,888109.0,,1010350017,32.535183508151846,33.992942358191826,11.05966617605799
158,1,01035,0001,,2021,,,7257274.0,,,10958991.0,4441320.0,863292.0,535654.0,,1010350001,12.060693667648357,40.526723673739674,4.8878039958240675
160,1,01035,0029,,2021,,,1466526.0,,,1696071.0,620144.0,,58150.0,,1010350029,9.376854408008462,36.563563671568,3.4285121318624046
162,1,01035,0005,,2021,84852.0,486311.0,,,4439.0,577608.0,278503.0,25726.0,58892.0,,1010350005,21.14591225229172,48.21661057326076,10.19584216285093
163,1,01035,0047,,2021,3113308.0,,,187584.0,,3330208.0,2134089.0,278896.0,180113.0,,1010350047,8.43980733699485,64.08275399014116,5.408460973008292
168,1,01036,0010,,2021,156004.0,1295186.0,,,,1451190.0,742468.0,,88849.0,,1010360010,11.966711023236018,51.162700955767335,6.1224925750590895
173,1,01036,0001,,2021,157256.0,130680.0,,,,616185.0,256677.0,,126162.0,,1010360001,49.15204712537547,41.65583388105845,20.47469509968597
181,1,01036,0052,,2021,,,,474261.0,,809101.0,56151.0,,30921.0,,1010360052,55.06758561735321,6.939924681838237,3.821648965951099
182,1,01036,0054,,2021,198239.0,696106.0,,,,937358.0,381054.0,65820.0,66386.0,,1010360054,17.42167776745553,40.65191741042376,7.082246057536182
187,1,01037,0010,,2021,59822.0,200346.0,,11529.0,,647922.0,207656.0,,65976.0,,1010370010,31.771776399429825,32.04953682696374,10.182707177715836
188,1,01037,0005,,2021,,60000.0,,,,576093.0,76577.0,,26906.0,,1010370005,35.13587630750747,13.292471875200707,4.670426476280739
192,1,01037,0038,,2021,1065717.0,620761.0,114627.0,,,1839134.0,619279.0,,86785.0,,1010370038,14.013877428428867,33.672315339719674,4.7187969990223655
193,1,01037,0040,,2021,1065717.0,620761.0,114627.0,,,1839134.0,619279.0,,86785.0,,1010370040,14.013877428428867,33.672315339719674,4.7187969990223655
194,1,01037,0047,,2021,65954.0,384568.0,,,,557322.0,105836.0,12547.0,6460.0,,1010370047,6.103783211761593,18.99009908096217,1.1591144796006618
195,1,01037,0048,,2021,29610.0,470028.0,,,,630299.0,119347.0,14148.0,7285.0,,1010370048,6.104049536226299,18.93498165156537,1.1558006596869106
198,1,01037,0005,,2021,,60000.0,,,,576093.0,76577.0,,26906.0,,1010370005,35.13587630750747,13.292471875200707,4.670426476280739
201,1,01037,0059,,2021,106908.0,687477.0,,,,795485.0,663582.0,,96141.0,,1010370059,14.488186840511045,83.41854340433824,12.085834428053326
209,1,01038,0029,,2021,,,,,,2099570.0,72624.0,8713.0,3739.0,,1010380029,5.148435778805904,3.458993984482537,0.17808408388384286
217,1,01039,0001,,2021,660659.0,,,,,1139586.0,833394.0,14496.0,280009.0,,1010390001,33.59863401944339,73.13129504925473,24.571116177278416
218,1,01039,0029,,2021,307191.0,,,,,861164.0,306037.0,,28975.0,,1010390029,9.467809447877219,35.53759794882276,3.3646320561472614
221,1,01039,0032,,2021,522676.0,1648033.0,,,6983.0,3200763.0,1611351.0,89098.0,377311.0,,1010390032,23.41581691388158,50.34271515885431,11.788158011074234
225,1,01040,0050,,2021,,,,,,5925509.0,5746334.0,3616845.0,769699.0,,1010400050,13.394609502336621,96.97620913241377,12.989584523456129
226,1,01039,0009,,2021,,,,,,584486.0,182195.0,,65946.0,,1010390009,36.19528527127528,31.17183302936255,11.282733889263387
227,1,01040,0050,,2021,,,,,,5925509.0,5746334.0,3616845.0,769699.0,,1010400050,13.394609502336621,96.97620913241377,12.989584523456129
229,1,01040,0029,,2021,,,117444915.0,,,150641709.0,36099160.0,10348667.0,4761931.0,,1010400029,13.191251541587118,23.963588995130163,3.161097302739708
230,1,01041,0019,,2021,3898056.0,,,,,4716016.0,1019123.0,118743.0,136099.0,,1010410019,13.354521485630292,21.60982914392148,2.885889276032991
231,1,01041,0029,,2021,,11271228.0,,,,16727563.0,3084541.0,2266.0,248623.0,,1010410029,8.060291628478922,18.43987076898171,1.4863073598945644
233,1,01041,0038,,2021,44417.0,788120.0,,,,841621.0,334708.0,,148528.0,,1010410038,44.37539586744267,39.76944491641724,17.647848615944707
236,1,01041,0004,,2021,390355.0,88335.0,,,,603809.0,118402.0,8252.0,34940.0,,1010410004,29.50963666154288,19.609181048974094,5.786598079856378
241,1,01041,0061,,2021,44486.0,343856.0,,,,692485.0,225050.0,10292.0,74577.0,,1010410061,33.13796934014663,32.49889889311682,10.769475151086304
243,1,01042,0001,,2021,38924.0,139410.0,,,,717007.0,210633.0,13730.0,34637.0,,1010420001,16.444241880427093,29.37670064587933,4.830775710697385
245,1,01042,0020,,2021,,354621.0,,,,554213.0,330781.0,36517.0,115581.0,,1010420020,34.94184974348587,59.684814322291246,20.854978140173543
250,1,01042,0015,,2021,2012700.0,44447300.0,,,,46460000.0,174449.0,,33024.0,,1010420015,18.930461051654067,0.37548213517003876,0.07108049935428325
252,1,01042,0005,,2021,,752876.0,,,,773303.0,371545.0,,236420.0,,1010420005,63.63159240468853,48.046496651377275,30.57275091393671
257,1,01042,0007,,2021,19033.0,1028970.0,,,,1014393.0,596752.0,69925.0,100480.0,,1010420007,16.83781537389066,58.82848166341842,9.905431129749514
260,1,01043,1101,1101.0,2021,,,,,,686665.0,287838.0,33183.0,11490.0,,1010431101,3.9918287369978946,41.918257083148255,1.6733050322937677
261,1,01043,1001,1001.0,2021,,,,,,1186619.0,257100.0,18343.0,17185.0,,1010431001,6.684169583819526,21.66660065277903,1.4482323306806986
263,1,01043,0013,,2021,,,3321585.0,,,3787956.0,2157484.0,347114.0,127751.0,,1010430013,5.921295360707194,56.95641660040401,3.372557653784785
264,1,01043,0040,,2021,,480000.0,66000.0,,,697800.0,349166.0,,81666.0,,1010430040,23.388875205489654,50.03811980510174,11.70335339638865
267,1,01043,0061,,2021,384860.0,,,,,675518.0,212600.0,,52045.0,,1010430061,24.48024459078081,31.47214433960309,7.704457912298414
273,1,01044,0002,,2021,2848.0,429517.0,,,,806360.0,159984.0,,18253.0,,1010440002,11.40926592659266,19.84026985465549,2.2636291482712436
275,1,01045,0001,,2021,71957.0,792841.0,,,,1150095.0,432290.0,42434.0,51843.0,,1010450001,11.992643827060538,37.58732974232563,4.507714580099905
276,1,01045,0022,,2021,627265.0,2000196.0,,,,2782203.0,644840.0,,82772.0,,1010450022,12.836052354072327,23.17731668034288,2.9750525033579502
277,1,01044,1262,1262.0,2021,,,,,,1708547.0,272363.0,44719.0,54335.0,,1010441262,19.94947918770171,15.94120618279743,3.180187609705791
279,1,01045,0054,,2021,2490119.0,,,,11901.0,2543461.0,1244872.0,60344.0,161407.0,36061013900.0,1010450054,12.965750695653849,48.94401762008539,6.345959305057164
280,1,01045,0050,,2021,1103741.0,,,,715.0,1104456.0,505359.0,14894.0,64129.0,,1010450050,12.689790821970123,45.756372367934986,5.806387941212687
281,1,01045,0012,,2021,2742175.0,,,,,2742175.0,1344674.0,236279.0,352280.0,36061013900.0,1010450012,26.198171452708984,49.03676825877269,12.846736623300847
287,1,01046,0036,,2021,69445.0,28765.0,786941.0,,,1667894.0,505114.0,,47059.0,,1010460036,9.316510728271242,30.284538465873727,2.821462275180557
290,1,01045,0061,,2021,33770600.0,171259900.0,,,1052300.0,361555300.0,1588818.0,69311.0,132339.0,,1010450061,8.329399591394356,0.43943983119594704,0.03660269950405927
292,1,01046,0047,,2021,765434.0,7174461.0,,,,8503990.0,2881749.0,,231756.0,,1010460047,8.042199372672638,33.88702244475829,2.7252619064697865
296,1,01046,0009,,2021,1116338.0,920801.0,,,,2051056.0,1109459.0,203964.0,237944.0,,1010460009,21.446849320254284,54.09208719800922,11.601048435537596
297,1,01047,1001,1001.0,2021,,,,,,1139581.0,546728.0,65385.0,82803.0,,1010471001,15.145191027348151,47.9762298599222,7.266091660004862
298,1,01048,0017,,2021,68212.0,212713.0,,,,535157.0,190572.0,,23360.0,,1010480017,12.257834309342401,35.610484399905076,4.365074174494588
299,1,01047,2716,2724.0,2021,,,621282.0,,,4875662.0,3867170.0,578479.0,597114.0,,1010472716,15.440593508948405,79.3157934245647,12.246829251084263
300,1,01047,1601,1602.0,2021,,,,51999501.0,,54103727.0,31365963.0,2899868.0,4675893.0,,1010471601,14.90753846773332,57.97375659536357,8.642460065643906
301,1,01048,1801,1801.0,2021,,,,,,990670.0,329770.0,,499.0,,1010481801,0.15131758498347334,33.28757305661825,0.05036995164888409
303,1,01048,0025,,2021,58910.0,283206.0,,,,568281.0,287881.0,,114016.0,,1010480025,39.60525355963054,50.65821310232086,20.063313747952158
304,1,01046,0043,,2021,1154098.0,350402.0,,,,1504699.0,678535.0,,93094.0,,1010460043,13.7198523289145,45.09440093998866,6.186885217575076
305,1,01048,0026,,2021,1143188.0,1106685.0,,,18016.0,2409515.0,1640371.0,380099.0,109812.0,,1010480026,6.694339268372826,68.07888724494349,4.5574316823095105
306,1,01048,3001,3001.0,2021,,,,,,631416.0,189301.0,32952.0,5082.0,,1010483001,2.684613393484451,29.980393274798235,0.8048576532745448
308,1,01048,0033,,2021,,,8264621.0,,,9582214.0,4302021.0,374039.0,483954.0,,1010480033,11.249456941284109,44.89589775390113,5.050544686228047
310,1,01049,1001,1001.0,2021,,,,,,3304146.0,1398429.0,260014.0,673103.0,,1010491001,48.132797589294846,42.3234627041299,20.37146663615954
312,1,01049,1241,1241.0,2021,,,1451404.0,,,2162953.0,1550776.0,214982.0,337583.0,,1010491241,21.76865001779754,71.69716586537017,15.607505109912237
313,1,01049,1242,1242.0,2021,,,3298864.0,,,3978327.0,565497.0,,,,1010491242,,14.214442402547602,
315,1,01051,1003,1003.0,2021,8336402.0,,,,,8336402.0,4261406.0,,401766.0,,1010511003,9.428015072959488,51.118048289897736,4.819417297774268
316,1,01051,1101,1151.0,2021,21865807.0,,,,,26076386.0,12668905.0,116652.0,8241966.0,,1010511101,65.05665643557987,48.58382216001865,31.60701026591645
318,1,01048,3002,3002.0,2021,,,603141.0,,,606427.0,213231.0,46833.0,5409.0,,1010483002,2.536685566357612,35.16185789880728,0.8919457741822182
320,1,01051,1505,1505.0,2021,,,,,,618885.0,13761.0,,,,1010511505,,2.223514869483022,
321,1,01052,0001,,2021,21392353.0,,,,50493644.0,86181487.0,27454947.0,127300.0,3749009.0,36061012100.0,1010520001,13.655131077106066,31.857128434091653,4.350132645077243
322,1,01053,0011,,2021,742605.0,,,,,742605.0,336865.0,30100.0,138042.0,36061012100.0,1010530011,40.978433497098244,45.362608654668364,18.588886420102206
324,1,01053,1201,1201.0,2021,,,,,,658048.0,150924.0,49962.0,7643.0,,1010531201,5.064138241764066,22.935105037930363,1.1614654250145886
327,1,01049,1002,1002.0,2021,,,563875.0,,,63531271.0,27217947.0,3376907.0,6889497.0,,1010491002,25.312331602379857,42.84181092489084,10.844261245772968
332,1,01053,0023,,2021,632902.0,,,,,632902.0,229056.0,36615.0,46353.0,36061012100.0,1010530023,20.236536043587595,36.19138508015459,7.323882686419067
337,1,01053,0029,,2021,101566.0,139234.0,,,,1076386.0,252968.0,21376.0,64089.0,,1010530029,25.334824958097467,23.5016063010853,5.954090818721165
338,1,01053,0036,,2021,358757.0,,,,,684809.0,152523.0,17840.0,39516.0,36061012100.0,1010530036,25.908223677740406,22.272341631024126,5.770368088036227
339,1,01053,0032,,2021,59133.0,352732.0,,,,577361.0,200494.0,21670.0,57986.0,,1010530032,28.921563737568206,34.725934034339,10.043283145207244
342,1,01053,0044,,2021,479831.0,465789.0,,,7341.0,967666.0,505777.0,91882.0,50896.0,,1010530044,10.06293287357867,52.26772460745753,5.259666041795413
343,1,01054,0001,,2021,,840600.0,,,,840600.0,269000.0,,34863.0,,1010540001,12.960223048327139,32.00095170116584,4.147394718058529
345,1,01054,0013,,2021,206351.0,422797.0,,,,640639.0,243537.0,1337.0,79102.0,,1010540013,32.48048551144179,38.01470094702321,12.3473594333158
348,1,01054,0036,,2021,303490.0,460810.0,,,,943994.0,458905.0,30510.0,79703.0,,1010540036,17.36808271864547,48.61312677834817,8.443168070983502
356,1,01054,0041,,2021,,,,,,2483562.0,1309313.0,250627.0,161542.0,,1010540041,12.33792072636566,52.719159014351156,6.504448046797301
357,1,01054,0056,,2021,,1836544.0,,,,1837151.0,685676.0,,49726.0,,1010540056,7.2521132429894,37.322789471306386,2.706690957901664
359,1,01054,0048,,2021,,,,120000.0,,596975.0,622310.0,,102463.0,,1010540048,16.46494512381289,104.24389631056576,17.163700322459064
360,1,01055,0015,,2021,,644272.0,,723078.0,,726092.0,192444.0,,24218.0,,1010550015,12.584440148822514,26.50407937286184,3.3353900056742125
367,1,01055,0028,,2021,137040.0,588144.0,,,,725184.0,203990.0,,48016.0,,1010550028,23.53840874552674,28.129412673197425,6.62121613273321
369,1,01055,0029,,2021,,800422.0,,,,1245540.0,357856.0,45267.0,95278.0,,1010550029,26.624675847268175,28.730992180098593,7.649533535655218
373,1,01055,0031,,2021,73075.0,255517.0,,,,539801.0,135177.0,41027.0,28969.0,,1010550031,21.43042085561893,25.042006220811004,5.36660732381007
384,1,01055,0016,,2021,,644272.0,,723078.0,,726092.0,192444.0,,24218.0,,1010550016,12.584440148822514,26.50407937286184,3.3353900056742125
385,1,01056,0032,,2021,206168.0,60815.0,,,,694973.0,203214.0,,24872.0,,1010560032,12.239314220476935,29.24056042464959,3.5788440702012885
386,1,01056,0019,,2021,891208.0,100506.0,,,,1147199.0,455294.0,,98002.0,,1010560019,21.52499264211696,39.68744742629657,8.542720138354374
388,1,01056,0029,,2021,129844.0,,,,,592501.0,127690.0,,4833.0,,1010560029,3.7849479207455556,21.551018479293706,0.8156948258315175
391,1,01056,0052,,2021,278771.0,934434.0,,,,1337215.0,496225.0,127654.0,110786.0,,1010560052,22.325759484104992,37.108841884065015,8.28483078637317
395,1,01056,0044,,2021,,582544.0,,,,586790.0,256871.0,,54617.0,,1010560044,21.26242355112099,43.77562671483835,9.307759164266603
397,1,01057,0029,,2021,266917.0,293003.0,,,,736944.0,278560.0,,137456.0,,1010570029,49.34520390580126,37.799344319242714,18.652163529386222
400,1,01057,0048,,2021,422256.0,292645.0,,,,724499.0,356885.0,43400.0,44945.0,,1010570048,12.593692646090476,49.25955729407494,6.203597244440641
401,1,01057,0056,,2021,85807.0,539324.0,,,,630142.0,525894.0,202228.0,103382.0,,1010570056,19.65833418901908,83.45642728146989,16.40614337720704
404,1,01058,0016,,2021,269808.0,,,,1386080.0,1660513.0,405608.0,,55782.0,36061012700.0,1010580016,13.752687323721426,24.426668144121727,3.3593232934641284
407,1,01058,0026,,2021,698683.0,,,,,698683.0,290958.0,,76877.0,,1010580026,26.42202654678682,41.64377836586836,11.003130174914803
411,1,01058,0029,,2021,53934.0,233462.0,,,,1457595.0,739192.0,14553.0,146796.0,,1010580029,19.858981157804738,50.71312676017686,10.071110287837156
412,1,01058,0025,,2021,698683.0,,,,,698683.0,290958.0,,76877.0,,1010580025,26.42202654678682,41.64377836586836,11.003130174914803
424,1,01059,0029,,2021,,249277.0,,,,780968.0,476706.0,26455.0,325593.0,,1010590029,68.3005877836654,61.04040114319665,41.69095276631053
426,1,01059,0004,,2021,44759.0,549930.0,,,,711419.0,215759.0,26106.0,22978.0,,1010590004,10.649845429391126,30.327978308141894,3.229882811676382
427,1,01059,0028,,2021,240526.0,268710.0,,,1778.0,511984.0,338299.0,8344.0,63130.0,,1010590028,18.66100697903334,66.07608831525985,12.330463451982874
430,1,01059,0010,,2021,985647.0,82831.0,,,,1138346.0,492238.0,53086.0,80475.0,,1010590010,16.348798751823303,43.24151005054702,7.069467455413381
435,1,01060,0012,,2021,9259.0,715217.0,,,,724476.0,195556.0,35065.0,36102.0,,1010600012,18.461208042708993,26.992750622518898,4.9831878488728405
